Paires USD a agreger : 413
  [356/413] TRIBE/USD      3504 bougies 15m | 1293s ecoules | ETA 3min
  [357/413] TRUMP/USD     32514 bougies 15m | 1296s ecoules | ETA 3min
  [358/413] TRU/USD       47188 bougies 15m | 1299s ecoules | ETA 3min
  [359/413] TRX/USD      191639 bougies 15m | 1310s ecoules | ETA 3min
  [360/413] TURBO/USD     43951 bougies 15m | 1313s ecoules | ETA 3min
  [361/413] T/USD         29423 bougies 15m | 1315s ecoules | ETA 3min
  [362/413] TUSD/USD       4981 bougies 15m | 1315s ecoules | ETA 3min
  [363/413] TVK/USD       35262 bougies 15m | 1318s ecoules | ETA 3min
  [364/413] UFD/USD       15889 bougies 15m | 1319s ecoules | ETA 3min
  [365/413] UMA/USD       34092 bougies 15m | 1321s ecoules | ETA 3min
  [366/413] UNFI/USD      39657 bougies 15m | 1323s ecoules | ETA 3min
  [367/413] UNI/USD      170107 bougies 15m | 1334s ecoules | ETA 3min
  [368/413] USDC/USD     204882 bougies 15m | 1350s ecoules | ETA 3min
  [369/413] USDD/USD       4299 bougies 15m | 1350s ecoules | ETA 3min
  [370/413] USDG/USD      30667 bougies 15m | 1352s ecoules | ETA 3min
  [371/413] USDQ/USD       6967 bougies 15m | 1353s ecoules | ETA 3min
  [372/413] USDR/USD       2698 bougies 15m | 1353s ecoules | ETA 2min
  [373/413] USDS/USD       3175 bougies 15m | 1353s ecoules | ETA 2min
  [374/413] USDT/USD     289194 bougies 15m | 1391s ecoules | ETA 2min
  [375/413] UST/USD       68589 bougies 15m | 1396s ecoules | ETA 2min
  [376/413] USUAL/USD     19609 bougies 15m | 1397s ecoules | ETA 2min
  [377/413] VANRY/USD     15755 bougies 15m | 1398s ecoules | ETA 2min
  [378/413] VELODROME/USD   4460 bougies 15m | 1398s ecoules | ETA 2min
  [379/413] VINE/USD      22034 bougies 15m | 1400s ecoules | ETA 2min
  [380/413] VIRTUAL/USD   28036 bougies 15m | 1401s ecoules | ETA 2min
  [381/413] VVV/USD        4931 bougies 15m | 1402s ecoules | ETA 2min
  [382/413] WAL/USD       15844 bougies 15m | 1403s ecoules | ETA 2min
  [383/413] WAVES/USD     93908 bougies 15m | 1408s ecoules | ETA 2min
  [384/413] WAXL/USD      50170 bougies 15m | 1412s ecoules | ETA 2min
  [385/413] WBTC/USD      43125 bougies 15m | 1414s ecoules | ETA 2min
  [386/413] WCT/USD       11810 bougies 15m | 1415s ecoules | ETA 2min
  [387/413] WELL/USD       9921 bougies 15m | 1416s ecoules | ETA 2min
  [388/413] WEN/USD       16177 bougies 15m | 1417s ecoules | ETA 2min
  [389/413] WIF/USD       64584 bougies 15m | 1421s ecoules | ETA 1min
  [390/413] WIN/USD        6645 bougies 15m | 1422s ecoules | ETA 1min
  [391/413] WLD/USD       22971 bougies 15m | 1423s ecoules | ETA 1min
  [392/413] WOO/USD       43099 bougies 15m | 1426s ecoules | ETA 1min
  [393/413] W/USD         43098 bougies 15m | 1428s ecoules | ETA 1min
  [394/413] XBTPY/USD     15680 bougies 15m | 1430s ecoules | ETA 1min
  [395/413] BTC/USD      361584 bougies 15m | 1476s ecoules | ETA 1min
  [396/413] XCN/USD       75275 bougies 15m | 1481s ecoules | ETA 1min
  [397/413] DOGE/USD     188788 bougies 15m | 1498s ecoules | ETA 1min
  [398/413] XLM/USD      266763 bougies 15m | 1515s ecoules | ETA 1min
  [399/413] XMR/USD      283003 bougies 15m | 1533s ecoules | ETA 1min
  [400/413] XRPRL/USD      7140 bougies 15m | 1533s ecoules | ETA 1min
  [401/413] XRP/USD      300002 bougies 15m | 1559s ecoules | ETA 1min
  [402/413] XRT/USD       26711 bougies 15m | 1561s ecoules | ETA 1min
  [403/413] XTZ/USD      213264 bougies 15m | 1574s ecoules | ETA 1min
  [404/413] YFI/USD       88574 bougies 15m | 1579s ecoules | ETA 1min
  [405/413] YGG/USD       31704 bougies 15m | 1581s ecoules | ETA 1min
  [406/413] ZEC/USD      238587 bougies 15m | 1597s ecoules | ETA 0min
  [407/413] ZEREBRO/USD   22917 bougies 15m | 1598s ecoules | ETA 0min
  [408/413] ZETA/USD      18661 bougies 15m | 1599s ecoules | ETA 0min
  [409/413] ZEUS/USD      43087 bougies 15m | 1602s ecoules | ETA 0min
  [410/413] ZEX/USD       15499 bougies 15m | 1603s ecoules | ETA 0min
  [411/413] ZK/USD        30689 bougies 15m | 1605s ecoules | ETA 0min
  [412/413] ZRO/USD       36393 bougies 15m | 1607s ecoules | ETA 0min
  [413/413] ZRX/USD       81629 bougies 15m | 1612s ecoules | ETA 0min
Termine : 413 paires en 26.9 min.
